1403636582163555328,-0.01963,-0.00954,-0.26931,0.00183,0.83951,-0.01290,0.54318,-0.02491,0.03657,-0.24806,
1403636582263555584,-0.02150,-0.00706,-0.27560,-0.00088,0.84470,-0.01015,0.53514,0.02327,0.02348,0.09666,
1403636582363555328,-0.02019,-0.00422,-0.24628,-0.00447,0.84414,-0.00854,0.53603,0.03620,0.03437,0.43738,
1403636582463555584,-0.01857,-0.00079,-0.19335,-0.00770,0.83710,-0.00640,0.54696,0.04681,0.01878,0.59465,
1403636582563555584,-0.01494,0.00040,-0.12948,-0.00764,0.83097,-0.00315,0.55626,0.04287,-0.00087,0.65531,
1403636582663555328,-0.01192,-0.00007,-0.06232,-0.01802,0.82822,0.00801,0.56006,0.02708,-0.02466,0.66289,
1403636582763555584,-0.00850,-0.00532,0.00433,-0.04934,0.82597,0.02769,0.56086,0.05169,-0.06322,0.65323,
1403636582863555328,-0.00147,-0.01551,0.07060,-0.06701,0.82081,0.03296,0.56630,0.05121,-0.08379,0.63787,
1403636582963555584,0.00388,-0.02514,0.12868,-0.07548,0.81187,0.03283,0.57801,0.01784,-0.06693,0.49527,
1403636583063555584,0.00585,-0.03256,0.16452,-0.08284,0.80401,0.03628,0.58770,-0.00193,-0.03302,0.20866,
1403636583163555328,0.00489,-0.03457,0.16743,-0.07909,0.80223,0.03733,0.59057,-0.01336,-0.00451,-0.13813,
1403636583263555584,0.00252,-0.03147,0.13745,-0.07461,0.80326,0.03876,0.58967,-0.00592,0.02870,-0.41214,
1403636583363555328,0.00204,-0.02863,0.08672,-0.07536,0.80542,0.04064,0.58649,-0.00900,0.02752,-0.59100,
1403636583463555584,0.00053,-0.02725,0.02333,-0.07951,0.80814,0.04543,0.58182,-0.02757,0.03507,-0.67500,
1403636583563555584,-0.00242,-0.02509,-0.04725,-0.07842,0.81194,0.04892,0.57638,-0.02513,0.03040,-0.70316,
1403636583663555328,-0.00550,-0.02122,-0.11959,-0.07769,0.81960,0.05020,0.56543,-0.04993,0.05739,-0.69008,
1403636583763555584,-0.01045,-0.01737,-0.18452,-0.08363,0.83176,0.04798,0.54670,-0.05209,0.03852,-0.58883,
1403636583863555328,-0.01584,-0.01454,-0.23801,-0.08395,0.84136,0.04687,0.53185,-0.05351,0.02396,-0.47057,
1403636583963555584,-0.02029,-0.01148,-0.27656,-0.07962,0.84569,0.05245,0.52509,-0.05474,0.02746,-0.28170,
1403636584063555584,-0.02480,-0.00807,-0.29225,-0.08296,0.84578,0.05810,0.52383,-0.02504,0.02921,-0.02423,
1403636584163555328,-0.02436,-0.00632,-0.27903,-0.08739,0.84537,0.06120,0.52342,0.03735,0.00228,0.27805,
1403636584263555584,-0.02066,-0.00655,-0.23887,-0.08961,0.84425,0.06351,0.52457,0.05694,-0.01502,0.50021,
1403636584363555328,-0.01419,-0.00850,-0.18227,-0.08926,0.84217,0.06497,0.52780,0.09587,-0.04324,0.63822,
1403636584463555584,-0.00422,-0.01306,-0.11416,-0.08220,0.83965,0.06669,0.53272,0.10818,-0.05317,0.71099,
1403636584563555584,0.00586,-0.01767,-0.04060,-0.08186,0.83308,0.06520,0.54316,0.10330,-0.04788,0.74581,
